x1,y1,x2,y2,x1dot,y1dot,x2dot,y2dot
0.9749279121818236,-0.22252093395631445,1.6820346933683712,0.484585847230233,0.0,0.0,0.0,0.0
0.9749279121818236,-0.22252093395631445,1.6820346933683712,0.484585847230233,-1.2199310261739893e-06,-5.3448670523157635e-06,-2.916414879214011e-07,-6.273156590568352e-06
0.9749279121810798,-0.22252093395957354,1.6820346933681933,0.4845858472264081,-1.2199310261906714e-06,-5.344867052306493e-06,-2.9164148792585003e-07,-6.2731565905728e-06
0.9749279121803359,-0.2225209339628326,1.6820346933680153,0.48458584722258313,-2.4398620524134085e-06,-1.0689734104588753e-05,-5.832829758575698e-07,-1.2546313181150536e-05
0.974927912179592,-0.22252093396609166,1.6820346933678372,0.4845858472187583,-2.439862052443753e-06,-1.0689734104556983e-05,-5.832829758366318e-07,-1.2546313181173018e-05
0.9749275016917743,-0.2225227324230837,1.682034595233681,0.4845837364079666,-0.0012816371650596456,-0.005615171563825852,-0.0003064014722420893,-0.006590408118239719
0.9749275016917757,-0.2225227324230781,1.6820345952336941,0.4845837364079606,-0.0012816359524686748,-0.0056151662511630075,-0.00030638878328630777,-0.006590414281951856
0.97492627332994,-0.22252811411368964,1.6820343015727088,0.48457742001443715,-0.0025608915234529546,-0.011219617976390468,-0.0006122333133003117,-0.013168283059883426
0.9749262733307178,-0.22252811411028187,1.6820343015808477,0.4845774200104841,-0.0025608890994860637,-0.011219607356838907,-0.0006122079510021369,-0.013168295378784629
0.9749242270397936,-0.22253707900226624,1.6820338123758911,0.48456689802361097,-0.003840258673812454,-0.016823988325834646,-0.0009180797893053854,-0.019746190387252373
0.9749242270421213,-0.2225370789920689,1.6820338124002454,0.48456689801178177,-0.003840256249638163,-0.01682397770645491,-0.0009180544271963787,-0.019746202706171338
0.9748658299577272,-0.2227927592648191,1.6820198358950587,0.48426679401678707,-0.015774623543373858,-0.06902442217434399,-0.0037722139822030792,-0.08102843507918348
0.9748658319825199,-0.22279275040501081,1.6820198570569609,0.484266783736929,-0.015774535274251152,-0.06902403882673461,-0.0037712977377656193,-0.08102888046733456
0.9749040175634702,-0.22262559722234299,1.6820289795176255,0.4844630027291301,-0.009781433099909208,-0.042834061067586686,-0.0023386442127380598,-0.05027723269987563
0.9749040177305133,-0.22262559649084152,1.6820289812647087,0.4844630018805102,-0.009781411308255163,-0.04283396578741982,-0.0023384166173212734,-0.05027734326732047
0.9749215954175656,-0.2225486076983376,1.6820331832666522,0.48455336679299654,-0.0050280106612580686,-0.02202627204163301,-0.001202014477174212,-0.02585232024179291
0.974921595419376,-0.222548607690407,1.6820331832855926,0.484553366783797,-0.005028009790757735,-0.022026268229046627,-0.001202005371499454,-0.02585232466467829
0.9749182588168704,-0.22256322388364505,1.682032385633395,0.4845362115966162,-0.006215955135900793,-0.027228434474620783,-0.0014859915830938795,-0.03195849630142083
0.9749182588170953,-0.2225632238826603,1.6820323856357466,0.48453621159547405,-0.0062159560063181525,-0.02722843828753278,-0.001486000689530466,-0.03195849187817094
0.9749142171057483,-0.22258092749623856,1.682031419403713,0.4845154324253067,-0.007404140611685981,-0.03243046036774512,-0.0017700531105986836,-0.03806471393922838
0.9749142171066644,-0.22258092749222622,1.6820314194132955,0.4845154324206523,-0.007404140611600439,-0.03243046036798552,-0.001770053111127214,-0.0380647139389928
0.9749094701329806,-0.222601718423356,1.6820302845799953,0.4844910292242143,-0.008592609142698744,-0.037632306191079684,-0.0020541735431283455,-0.04417100132231869
0.9749094701339397,-0.22260171841915533,1.682030284590028,0.4844910292193412,-0.008592609142595041,-0.037632306191372686,-0.002054173543787745,-0.044171001322016366
0.9748978596410692,-0.22265256178014672,1.6820275089032555,0.4844313505911768,-0.01097058009592085,-0.048035355933137125,-0.002622662059694251,-0.056383813944619096
0.974897859645674,-0.22265256175998463,1.6820275089514092,0.4844313505677872,-0.010970580095295852,-0.04803535593497722,-0.002622662063819236,-0.05638381394273726
0.9748834255739558,-0.2227157527908374,1.6820240583145964,0.4843571752209527,-0.01335023301534523,-0.0584373612154556,-0.003191553471153963,-0.06859701348907374
0.9748834255716515,-0.2227157528009237,1.6820240582905042,0.48435717523265664,-0.013350233016082439,-0.05843736121589793,-0.0031915534731240345,-0.06859701348765695
0.9748661657021608,-0.22279129015553362,1.682019932106793,0.4842685026906887,-0.015731931913577475,-0.06883809565881184,-0.0037609349559082367,-0.08081068365191148
0.9748661656998554,-0.2227912901656215,1.682019932082695,0.4842685027023964,-0.015731931914441707,-0.06883809565931372,-0.003760934958216335,-0.08081068365023127
0.9748460773855265,-0.22287917221232673,1.6820151296918917,0.4841653323700352,-0.01811604062694689,-0.07923733280071503,-0.004330893656770958,-0.09302490806029716
0.9748460773855248,-0.22287917221233475,1.6820151296918686,0.4841653323700482,-0.018116040627236974,-0.07923733280198084,-0.004330893660466165,-0.09302490805815641
0.9748231575524048,-0.22297939702932043,1.6820096503812088,0.4840476635281211,-0.020502922787474107,-0.08963484607553464,-0.004901516664727618,-0.10523977026393003
0.9748231575524027,-0.22297939702932995,1.682009650381181,0.48404766352813716,-0.020502922787763368,-0.0896348460767952,-0.004901516668437175,-0.1052397702617684
0.9744372408465367,-0.2246598843839028,1.6819173909125236,0.48207333067154423,-0.04460407565039566,-0.1934652130996823,-0.010663381665549337,-0.22744177846014707
0.9744372408362646,-0.224659884428457,1.6819173907825395,0.48207333074682845,-0.044604076416999046,-0.19346521638433198,-0.01066339190021666,-0.22744177225521578
0.9737615973936696,-0.22757054168175844,1.681755865926121,0.47864763687583095,-0.06937987458836209,-0.296872596105225,-0.01658677634878477,-0.34979846534301806
0.9737615972856793,-0.22757054214384248,1.6817558645590258,0.4786476376760183,-0.06937987566062734,-0.2968726000576622,-0.016586799538817254,-0.34979844693334156
0.9727861024008211,-0.23170498263054082,1.6815226511736974,0.4737682659292557,-0.09518578032033119,-0.39962629715840575,-0.022756807813673202,-0.4723903036041913
0.972786102133999,-0.2317049837507619,1.6815226476912541,0.4737682680395302,-0.09518577490470809,-0.3996262723798694,-0.02275677780720725,-0.4723903028669082
0.9714964609496299,-0.23705405789048223,1.681214323286945,0.4674319645963743,-0.12236843205854328,-0.5014910933596093,-0.02925628979665655,-0.5952947295630332
0.971496460687524,-0.2370540589646462,1.6812143193540037,0.46743196722030717,-0.12236842527689472,-0.5014910631593049,-0.029256277568227226,-0.5952947038723758
0.9698743311365122,-0.24360579180820616,1.6808264921712017,0.45963458297135995,-0.15126260398661934,-0.6022258985656332,-0.03616566090182392,-0.7185850032889243
