# pres_a, rec_a, fscore_a, pres_o, rec_o, fscore_o, o_pres_a, o_rec_a, o_fscore_a, o_pres_o, o_rec_o,                    o_fscore_o, s_pres, s_rec, s_fscore, computational_time, t_pres, t_rec, t_fscore
4.705882352941176405e-01;1.000000000000000000e+00;6.399999999999999023e-01;3.809523809523809312e-01;1.000000000000000000e+00;5.517241379310344751e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;2.539387297630310059e+01;1.290322580645161255e-01;1.000000000000000000e+00;2.285714285714285920e-01
