# pres_a, rec_a, fscore_a, pres_o, rec_o, fscore_o, o_pres_a, o_rec_a, o_fscore_a, o_pres_o, o_rec_o,                    o_fscore_o, s_pres, s_rec, s_fscore, computational_time, t_pres, t_rec, t_fscore
2.580645161290322509e-01;1.000000000000000000e+00;4.102564102564102422e-01;1.481481481481481399e-01;1.000000000000000000e+00;2.580645161290322509e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00;6.030813956260681152e+01;5.442176870748299117e-02;1.000000000000000000e+00;1.032258064516128893e-01
