# pres_a, rec_a, fscore_a, pres_o, rec_o, fscore_o, o_pres_a, o_rec_a, o_fscore_a, o_pres_o, o_rec_o,                    o_fscore_o, s_pres, s_rec, s_fscore, computational_time, t_pres, t_rec, t_fscore
1.000000000000000000e+00;1.250000000000000000e-01;2.222222222222222099e-01;1.000000000000000000e+00;1.250000000000000000e-01;2.222222222222222099e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.250000000000000000e-01;2.222222222222222099e-01;1.705892906188964844e+02;1.000000000000000000e+00;1.250000000000000000e-01;2.222222222222222099e-01
