,0,1,2,3,4,5,6,7
0,0.9874641225457862,0.4935025210373417,0.9205305388789831,1.0,0.5000386891436379,0.5141565048369463,0.5097389537372149,0.49993261108426323
1,0.9874641225457862,0.4935025210373417,0.9205305388789831,1.0,0.5000386123427855,0.5141559639406609,0.5097389349245668,0.4999321577032678
2,0.9874641225454143,0.49350252103527303,0.9205305388789384,0.9999999999984605,0.5000386123427855,0.5141559639406609,0.5097389349245668,0.4999321577032678
3,0.9874641225450425,0.4935025210332043,0.920530538878894,0.9999999999969208,0.5000385355419329,0.5141554230443753,0.5097389161119186,0.4999317043222724
4,0.9874641225446703,0.4935025210311357,0.9205305388788494,0.9999999999953813,0.5000385355419329,0.5141554230443754,0.5097389161119186,0.4999317043222724
5,0.987463917300724,0.4935013794658898,0.9205305143341013,0.9999991503615787,0.49995800357638487,0.5135882539503751,0.509719188980384,0.4994563013110698
6,0.9874639173007247,0.49350137946589334,0.9205305143341045,0.9999991503615764,0.4999580036527236,0.5135882544880124,0.5097191897988987,0.4994563008655987
7,0.9874633031196944,0.4934979634537268,0.9205304408853155,0.999996607916053,0.4998774680189105,0.5130210884405629,0.5096994609682259,0.4989808973504444
8,0.9874633031200835,0.4934979634558899,0.9205304408873511,0.9999966079144619,0.4998774681715115,0.513021089515253,0.5096994626042483,0.4989808964601182
9,0.9874622799744343,0.49349227301727105,0.9205303185302338,0.999992372652944,0.49979692536060916,0.5124539306282778,0.5096797320120248,0.4985054910491995
10,0.9874622799755981,0.49349227302374377,0.9205303185363252,0.9999923726481826,0.4997969255132232,0.5124539317029506,0.509679733648035,0.49850549015887197
11,0.987433081428062,0.4933299807283468,0.9205268228135983,0.9998715761753608,0.4990455964934715,0.5071712883302384,0.5094956230132249,0.4940764281525916
12,0.9874330824404586,0.4933299863520838,0.920526828106491,0.9998715720375599,0.499045602050461,0.5071713271247109,0.5094956821165588,0.49407639596297215
13,0.9874521752344249,0.493436086339409,0.9205291097636468,0.9999505531992701,0.4994228982632467,0.5098217319986761,0.5095880969745484,0.4962989154353103
14,0.9874521753179464,0.49343608680372736,0.9205291102006171,0.9999505528576875,0.49942289963514197,0.5098217416409531,0.5095881116558358,0.4962989074442491
15,0.9874609641630796,0.49348495521160607,0.9205301611810658,0.9999869261245458,0.4997221503420035,0.5119274636628264,0.5096614164993071,0.49806418160767085
16,0.9874609641639849,0.49348495521664004,0.920530161185803,0.999986926120843,0.4997221503968059,0.5119274640486571,0.5096614170866784,0.4980641812880149
17,0.9874592958624271,0.49347567763129857,0.9205299616816438,0.9999800208941995,0.4996473632053514,0.5114010089710985,0.5096430982503674,0.49762286882675355
18,0.9874592958625394,0.49347567763192357,0.920529961682232,0.9999800208937397,0.4996473631505542,0.5114010085852349,0.5096430976629469,0.4976228691464359
19,0.9874572750064965,0.49346444031567105,0.9205297200138582,0.9999716569582165,0.4995725608964537,0.5108745680970961,0.5096247745557224,0.4971815530408488
20,0.9874572750069545,0.4934644403182179,0.920529720016255,0.999971656956343,0.4995725608964591,0.5108745680970718,0.5096247745556883,0.4971815530408658
21,0.9874549015196785,0.493451243336299,0.9205294361783065,0.9999618342945177,0.49949774076779213,0.5103481454460129,0.5096064470613454,0.49674023221423047
22,0.9874549015201581,0.4934512433389654,0.9205294361808158,0.9999618342925561,0.4994977407677986,0.5103481454459833,0.5096064470613028,0.4967402322142523
23,0.9874490962726614,0.4934189706662549,0.9205287419420771,0.9999378127270144,0.4993480354217684,0.5092953651040815,0.5095697760975643,0.4958575733703749
24,0.9874490962749638,0.4934189706790527,0.920528741954121,0.9999378127175997,0.4993480354218078,0.5092953651038953,0.5095697760972981,0.4958575733705109
25,0.987441879237785,0.49337886035949113,0.9205278789007777,0.9999079559998706,0.49919822418743187,0.5082426904606432,0.5095330791446142,0.49497488656242355
26,0.9874418792366328,0.49337886035308887,0.920527878894752,0.9999079560045816,0.49919822418738546,0.5082426904605984,0.5095330791444872,0.494974886562526
27,0.9874332493003095,0.4933309132411119,0.9205268468775214,0.9998722639428813,0.49904828414834057,0.5071901444250949,0.5094963505789588,0.49409216574138365
28,0.9874332492991568,0.4933309132347087,0.9205268468714942,0.9998722639475939,0.49904828414828617,0.5071901444250441,0.5094963505788099,0.49409216574150505
29,0.9874232051401557,0.4932751303660088,0.9205256457252526,0.9998307363023211,0.4988981923991502,0.5061377499152602,0.5094595847793569,0.4932094048632537
30,0.9874232051401548,0.4932751303660037,0.9205256457252469,0.9998307363023263,0.4988981923991319,0.506137749915132,0.5094595847791186,0.4932094048634084
31,0.9874117452214994,0.49321151296044713,0.9205242752717218,0.9997833727840031,0.4987479260473786,0.5050855298594004,0.5094227761279106,0.492326597889631
32,0.9874117452214983,0.4932115129604411,0.9205242752717149,0.9997833727840095,0.4987479260473604,0.5050855298592728,0.5094227761276714,0.4923265978897872
33,0.9872187868332822,0.4921448285923993,0.9205011998664505,0.9989886734490114,0.49723063609729556,0.4945779794766867,0.509051100822958,0.48349466976569105
34,0.9872187868281461,0.4921448285641187,0.9205011998339396,0.9989886734793145,0.497230636049034,0.4945779791442828,0.5090511001627598,0.48349467021414116
35,0.9868809650450767,0.49029729749857653,0.9204608001700748,0.9976097790177764,0.49567087375116775,0.48411323473950785,0.5086690058719425,0.47465156252069574
36,0.9868809649910815,0.4902972972052701,0.9204607998281449,0.9976097793398642,0.49567087368366325,0.4841132343395243,0.5086690043760445,0.47465156385122165
37,0.9863932174594661,0.4876729733591194,0.9204024698436152,0.995645757179461,0.49404626095182963,0.4737146420948773,0.5082710013498037,0.4657914601370602
38,0.986393217326055,0.48767297264806236,0.9204024689726066,0.9956457580288789,0.4940462612927706,0.47371464460244544,0.5082710032854031,0.465791460190346
39,0.9857483966159627,0.4842776636903306,0.9203253526539692,0.9930952984567724,0.49233497500075596,0.463406005912747,0.5078517452673174,0.45690876604548963
40,0.9857483964849096,0.48427766300850816,0.9203253516702847,0.9930952995129456,0.49233497542769517,0.4634060089689937,0.5078517460561254,0.4569087679022352
41,0.9849373315610976,0.4801189700027,0.9202283505760243,0.9899567324488002,0.49051594016321964,0.4532117239186463,0.5074060488457285,0.44799818550756965
42,0.9849373314641316,0.4801189695126078,0.9202283495743988,0.989956733688718,0.49051594075150584,0.45321172788897784,0.5074060493460514,0.44799818855025
43,0.983948907386379,0.4752063372324219,0.9201101311335401,0.9862280498409777,0.48856902386112666,0.4431569450237304,0.5069289181642923,0.439054766049605
44,0.9839489073500332,0.47520633705473964,0.9201101301622316,0.9862280512856725,0.488569024669071,0.4431569501094752,0.5069289188502274,0.43905476995361076
45,0.9824392006619443,0.46800016245067655,0.919929546203087,0.9807163835193008,0.4859186528076428,0.43078884892784236,0.5062790271616073,0.4277895195868879
46,0.9824392007529448,0.46800016287499246,0.9199295443311128,0.9807163869421004,0.48591865494583286,0.4307888613242965,0.5062790289836119,0.4277895291388033
47,0.9806009140892658,0.4596538283435044,0.9197096016378867,0.9742683874253384,0.4830031514924752,0.41873461288410696,0.505563166751373,0.4164574323109428
48,0.9806009145045225,0.45965383018043643,0.9197096007844083,0.9742683903496229,0.48300315351761774,0.4187346231440904,0.5055631683807786,0.41645744033949067
49,0.978400871233444,0.45019924243086895,0.9194462388377325,0.9668782235797126,0.47979205579285183,0.4070507500539298,0.5047726682117605,0.40505143765117785
50,0.9784008719677578,0.45019924549866175,0.9194462412980029,0.9668782220214882,0.47979205467748126,0.4070507422087095,0.5047726667859325,0.4050514319337425
51,0.975802559168849,0.4396737336672085,0.919134913656392,0.9585394946308453,0.4762594750095357,0.3957969517615369,0.5038990631078758,0.39356539067604757
52,0.9758025598490927,0.43967373634116724,0.9191349145665715,0.9585394953614856,0.4762594752866976,0.3957969513494684,0.503899062795058,0.39356539094066767
53,0.9727667098012435,0.4281203653798552,0.9187705814128024,0.949245352081578,0.4723847986479186,0.3850364719445477,0.5029338634938867,0.38199404108428486
54,0.9727667106840059,0.42812036863496394,0.9187705817259912,0.9492453543661132,0.47238479949479695,0.3850364736235471,0.5029338634304408,0.38199404343469456
55,0.9692519662172194,0.41558827521677255,0.9183477050576632,0.9389885318162314,0.46815340571272623,0.37483619737132734,0.5018682245291672,0.3703327740684648
56,0.969251967143161,0.41558827841192847,0.9183477053350346,0.9389885341663415,0.4681534063708834,0.37483619794100714,0.5018682241246919,0.37033277585094293
57,0.9652156353834637,0.40213301537268,0.9178602178413628,0.9277614047131719,0.4635574516391911,0.3652667372739609,0.5006925488143084,0.35857741050848535
58,0.9652156363859181,0.40213301860373385,0.9178602180644393,0.9277614072563571,0.4635574519579352,0.36526673618590344,0.5006925479301926,0.35857741134463034
59,0.959302887492989,0.3839102681820492,0.9171414853333734,0.9121763654591117,0.45722981524987977,0.35419383045972763,0.4990327516822715,0.34358408025693377
